Variable / Field Name,Form Name,Section Header,Auto extraction,Manual extraction,Needs a review,Num_BCH_MIS_C_Patients (out of 49),concept_cd,concept_desc, concept_path,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
findings_noncardiac_c3,additional_findings_and_events,,,, Yes (look at the column J),,,,,dropdown,Non-cardiovascular event code,"A-0001, A-0001: Abdominal pain | A-0002, A-0002: Acne | A-0003, A-0003: Anaphylaxis | A-0004, A-0004: Anemia (Hct <30 mg/dl) | A-0005, A-0005: Anterior Uveitis (documented by ophthalmology exam) | A-0006, A-0006: Arthralgia | A-0007, A-0007: Arthritis, proximal interphalangeal (PIP) joints | A-0008, A-0008: Arthritis, distal interphalangeal (DIP) joints | A-0009, A-0009: Arthritis, ankles | A-0010, A-0010: Arthritis, elbows | A-0011, A-0011: Arthritis, hips | A-0012, A-0012: Arthritis, knees | A-0013, A-0013: Arthritis, shoulders | A-0014, A-0014: Arthritis, wrists | A-0015, A-0015: Aseptic meningitis (confirmed by Lumbar Puncture) | A-0016, A-0016: Beau's lines | A-0017, A-0017: Blurred vision | A-0018, A-0018: Bulbar conjunctivitis | A-0019, A-0019: Cervical lymphadenopathy (>1.5 cm) | A-0020, A-0020: Complication of IV line | A-0021, A-0021: Cough | A-0022, A-0022: Cyanosis | A-0023, A-0023: Death | A-0024, A-0024: Desquamation, genitourinary area | A-0025, A-0025: Desquamation, lips | A-0026, A-0026: Diabetes Insipidus | A-0027, A-0027: Diarrhea | A-0028, A-0028: Dyspnea | A-0029, A-0029: Dysuria | A-0030, A-0030: Elevated liver function tests (>2x normal) | A-0031, A-0031: Encephalitis | A-0032, A-0032: Erythema, palms | A-0033, A-0033: Erythema, soles | A-0034, A-0034: Eczema | A-0035, A-0035: Fluid retention/Edema | A-0036, A-0036: Flushing | A-0037, A-0037: Headache | A-0038, A-0038: Hearing loss | A-0039, A-0039: Hemolytic anemia | A-0040, A-0040: Hives | A-0041, A-0041: Hydrops of gall bladder (documented by ultrasound) | A-0042, A-0042: Hyperglycemia (glucose>150 mq/dl) | A-0043, A-0043: Increased appetite | A-0044, A-0044: Insomnia | A-0045, A-0045: Irritability | A-0046, A-0046: Mood changes | A-0047, A-0047: Nervousness | A-0048, A-0048: Pancreatitis | A-0049, A-0049: Periungual desquamation hands | A-0050, A-0050: Periungual desquamation feet | A-0051, A-0051: Pneumonia (documented on chest x-ray) | A-0052, A-0052: Pseudotumor cerebri | A-0053, A-0053: Psoriasis | A-0054, A-0054: Pustular psoriasis | A-0055, A-0055: Rash new onset | A-0056, A-0056: Rash hives | A-0057, A-0057: Rash eczema | A-0058, A-0058: Rash pustular-psoriasis | A-0059, A-0059: Renal failure (Creatinine >1.5 mg/dL) | A-0060, A-0060: Rhinorrhea | A-0061, A-0061: Rigors | A-0062, A-0062: Sepsis suspected (not confirmed} | A-0063, A-0063: Sepsis (confirmed by blood cultures) | A-0064, A-0064: Seizures | A-0065, A-0065: Small bowel obstruction | A-0066, A-0066: Sterile pyuria | A-0067, A-0067: Strawberry tongue | A-0068, A-0068: Strep throat (confirmed by throat culture) | A-0069, A-0069: Sudden increase in fever | A-0070, A-0070: Torticollis | A-0071, A-0071: Vomiting | A-0072, A-0072: Weakness | A-9999, A-9999: Other non-cardiac specify",See CTCAE-MedDRA Code List for more details,,,,,"[findings_type3] = ""0""",Y,,,,,
findings_specify_a3,additional_findings_and_events,,,Notes,,,,,,Notes,Specify Findings/Event,,,,,,,"[findings_type3] = ""1"" or [findings_type3] = ""0""",Y,,,,,
findings_date_a3,additional_findings_and_events,,,Notes,,,,,,text,Date,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,1/30/20,,,"[findings_type3] = ""1"" or [findings_type3] = ""0""",Y,,,,,
findings_type4,additional_findings_and_events,Associated Finding/Event 4,,Notes,,,,,,radio,Was this event cardiovascular in nature?,"1, Yes | 0, No | 88, Not applicable, no further events",,,,,,"[findings_number] > ""0""",,LH,,,,
findings_cardiac_c4,additional_findings_and_events,,,Notes,,,,,,dropdown,Cardiovascular event code,"B-0001, B-0001: Peripheral (non-cardiac) Aneurysms | B-0002, B-0002: Angina | B-0003, B-0003: Arrhythmia | B-0004, B-0004: Cardiac arrest | B-0005, B-0005: Cardiac catheterization | B-0006, B-0006: Cardiogenic shock | B-0007, B-0007: Chest pain not likely to be cardiac | B-0008, B-0008: Chest pain cardiac related | B-0009, B-0009: Congestive Heart Failure (CHF) B-0010 Dizziness complaints of | B-0011, B-0011: Exercise intolerance (by history) | B-0012, B-0012: Gallop | B-0013, B-0013: Hypertension (SBP>95th percentile) | B-0014, B-0014: Hypotension (SBP<5th percentile) | B-0015, B-0015: Myocardial infarction | B-0016, B-0016: Myocardial ischemia | B-0017, B-0017: Occlusive coronary artery thrombus in aneurysm | B-0018, B-0018: Non-occlusive coronary artery thrombus in aneurysm | B-0019, B-0019: Coronary artery aneurysm (z-score above or equal to 2.5) | B-0020, B-0020: Intracardiac thrombus | B-0021, B-0021: Ventricular fibrillation requiring electrical cardioversion | B-0022, B-0022: Ventricular tachycardia requiring electrical cardioversion | B-0023, B-0023: Atrial fibrillation requiring electrical cardioversion | B-0024, B-0024: Atrial flutter requiring electrical cardioversion | B-0025, B-0025: Palpitations | B-0026, B-0026: Shock | B-0027, B-0027: Supraventricular tachycardia requiring adenosine | B-0028, B-0028: Supraventricular tachycardia requiring electrical cardioversion | B-0029, B-0029: Syncope | B-9999, B-9999: Other cardiac specify",See CTCAE-MedDRA Code List for more details,,,,,"[findings_type4] = ""1""",Y,,,,,
findings_noncardiac_c4,additional_findings_and_events,,,Notes,,,,,,dropdown,Non-cardiovascular event code,"A-0001, A-0001: Abdominal pain | A-0002, A-0002: Acne | A-0003, A-0003: Anaphylaxis | A-0004, A-0004: Anemia (Hct <30 mg/dl) | A-0005, A-0005: Anterior Uveitis (documented by ophthalmology exam) | A-0006, A-0006: Arthralgia | A-0007, A-0007: Arthritis, proximal interphalangeal (PIP) joints | A-0008, A-0008: Arthritis, distal interphalangeal (DIP) joints | A-0009, A-0009: Arthritis, ankles | A-0010, A-0010: Arthritis, elbows | A-0011, A-0011: Arthritis, hips | A-0012, A-0012: Arthritis, knees | A-0013, A-0013: Arthritis, shoulders | A-0014, A-0014: Arthritis, wrists | A-0015, A-0015: Aseptic meningitis (confirmed by Lumbar Puncture) | A-0016, A-0016: Beau's lines | A-0017, A-0017: Blurred vision | A-0018, A-0018: Bulbar conjunctivitis | A-0019, A-0019: Cervical lymphadenopathy (>1.5 cm) | A-0020, A-0020: Complication of IV line | A-0021, A-0021: Cough | A-0022, A-0022: Cyanosis | A-0023, A-0023: Death | A-0024, A-0024: Desquamation, genitourinary area | A-0025, A-0025: Desquamation, lips | A-0026, A-0026: Diabetes Insipidus | A-0027, A-0027: Diarrhea | A-0028, A-0028: Dyspnea | A-0029, A-0029: Dysuria | A-0030, A-0030: Elevated liver function tests (>2x normal) | A-0031, A-0031: Encephalitis | A-0032, A-0032: Erythema, palms | A-0033, A-0033: Erythema, soles | A-0034, A-0034: Eczema | A-0035, A-0035: Fluid retention/Edema | A-0036, A-0036: Flushing | A-0037, A-0037: Headache | A-0038, A-0038: Hearing loss | A-0039, A-0039: Hemolytic anemia | A-0040, A-0040: Hives | A-0041, A-0041: Hydrops of gall bladder (documented by ultrasound) | A-0042, A-0042: Hyperglycemia (glucose>150 mq/dl) | A-0043, A-0043: Increased appetite | A-0044, A-0044: Insomnia | A-0045, A-0045: Irritability | A-0046, A-0046: Mood changes | A-0047, A-0047: Nervousness | A-0048, A-0048: Pancreatitis | A-0049, A-0049: Periungual desquamation hands | A-0050, A-0050: Periungual desquamation feet | A-0051, A-0051: Pneumonia (documented on chest x-ray) | A-0052, A-0052: Pseudotumor cerebri | A-0053, A-0053: Psoriasis | A-0054, A-0054: Pustular psoriasis | A-0055, A-0055: Rash new onset | A-0056, A-0056: Rash hives | A-0057, A-0057: Rash eczema | A-0058, A-0058: Rash pustular-psoriasis | A-0059, A-0059: Renal failure (Creatinine >1.5 mg/dL) | A-0060, A-0060: Rhinorrhea | A-0061, A-0061: Rigors | A-0062, A-0062: Sepsis suspected (not confirmed} | A-0063, A-0063: Sepsis (confirmed by blood cultures) | A-0064, A-0064: Seizures | A-0065, A-0065: Small bowel obstruction | A-0066, A-0066: Sterile pyuria | A-0067, A-0067: Strawberry tongue | A-0068, A-0068: Strep throat (confirmed by throat culture) | A-0069, A-0069: Sudden increase in fever | A-0070, A-0070: Torticollis | A-0071, A-0071: Vomiting | A-0072, A-0072: Weakness | A-9999, A-9999: Other non-cardiac specify",See CTCAE-MedDRA Code List for more details,,,,,"[findings_type4] = ""0""",Y,,,,,
findings_specify_a4,additional_findings_and_events,,,Notes,,,,,,Notes,Specify Findings/Event,,,,,,,"[findings_type4] = ""1"" or [findings_type4] = ""0""",Y,,,,,
findings_date_a4,additional_findings_and_events,,,Notes,,,,,,text,Date,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,1/30/20,,,"[findings_type4] = ""1"" or [findings_type4] = ""0""",Y,,,,,
findings_type5,additional_findings_and_events,Associated Finding/Event 5,,Notes,,,,,,radio,Was this event cardiovascular in nature?,"1, Yes | 0, No | 88, Not applicable, no further events",,,,,,"[findings_number] > ""0""",,LH,,,,
findings_cardiac_c5,additional_findings_and_events,,,Notes,,,,,,dropdown,Cardiovascular event code,"B-0001, B-0001: Peripheral (non-cardiac) Aneurysms | B-0002, B-0002: Angina | B-0003, B-0003: Arrhythmia | B-0004, B-0004: Cardiac arrest | B-0005, B-0005: Cardiac catheterization | B-0006, B-0006: Cardiogenic shock | B-0007, B-0007: Chest pain not likely to be cardiac | B-0008, B-0008: Chest pain cardiac related | B-0009, B-0009: Congestive Heart Failure (CHF) B-0010 Dizziness complaints of | B-0011, B-0011: Exercise intolerance (by history) | B-0012, B-0012: Gallop | B-0013, B-0013: Hypertension (SBP>95th percentile) | B-0014, B-0014: Hypotension (SBP<5th percentile) | B-0015, B-0015: Myocardial infarction | B-0016, B-0016: Myocardial ischemia | B-0017, B-0017: Occlusive coronary artery thrombus in aneurysm | B-0018, B-0018: Non-occlusive coronary artery thrombus in aneurysm | B-0019, B-0019: Coronary artery aneurysm (z-score above or equal to 2.5) | B-0020, B-0020: Intracardiac thrombus | B-0021, B-0021: Ventricular fibrillation requiring electrical cardioversion | B-0022, B-0022: Ventricular tachycardia requiring electrical cardioversion | B-0023, B-0023: Atrial fibrillation requiring electrical cardioversion | B-0024, B-0024: Atrial flutter requiring electrical cardioversion | B-0025, B-0025: Palpitations | B-0026, B-0026: Shock | B-0027, B-0027: Supraventricular tachycardia requiring adenosine | B-0028, B-0028: Supraventricular tachycardia requiring electrical cardioversion | B-0029, B-0029: Syncope | B-9999, B-9999: Other cardiac specify",See CTCAE-MedDRA Code List for more details,,,,,"[findings_type5] = ""1""",Y,,,,,
findings_noncardiac_c5,additional_findings_and_events,,,Notes,,,,,,dropdown,Non-cardiovascular event code,"A-0001, A-0001: Abdominal pain | A-0002, A-0002: Acne | A-0003, A-0003: Anaphylaxis | A-0004, A-0004: Anemia (Hct <30 mg/dl) | A-0005, A-0005: Anterior Uveitis (documented by ophthalmology exam) | A-0006, A-0006: Arthralgia | A-0007, A-0007: Arthritis, proximal interphalangeal (PIP) joints | A-0008, A-0008: Arthritis, distal interphalangeal (DIP) joints | A-0009, A-0009: Arthritis, ankles | A-0010, A-0010: Arthritis, elbows | A-0011, A-0011: Arthritis, hips | A-0012, A-0012: Arthritis, knees | A-0013, A-0013: Arthritis, shoulders | A-0014, A-0014: Arthritis, wrists | A-0015, A-0015: Aseptic meningitis (confirmed by Lumbar Puncture) | A-0016, A-0016: Beau's lines | A-0017, A-0017: Blurred vision | A-0018, A-0018: Bulbar conjunctivitis | A-0019, A-0019: Cervical lymphadenopathy (>1.5 cm) | A-0020, A-0020: Complication of IV line | A-0021, A-0021: Cough | A-0022, A-0022: Cyanosis | A-0023, A-0023: Death | A-0024, A-0024: Desquamation, genitourinary area | A-0025, A-0025: Desquamation, lips | A-0026, A-0026: Diabetes Insipidus | A-0027, A-0027: Diarrhea | A-0028, A-0028: Dyspnea | A-0029, A-0029: Dysuria | A-0030, A-0030: Elevated liver function tests (>2x normal) | A-0031, A-0031: Encephalitis | A-0032, A-0032: Erythema, palms | A-0033, A-0033: Erythema, soles | A-0034, A-0034: Eczema | A-0035, A-0035: Fluid retention/Edema | A-0036, A-0036: Flushing | A-0037, A-0037: Headache | A-0038, A-0038: Hearing loss | A-0039, A-0039: Hemolytic anemia | A-0040, A-0040: Hives | A-0041, A-0041: Hydrops of gall bladder (documented by ultrasound) | A-0042, A-0042: Hyperglycemia (glucose>150 mq/dl) | A-0043, A-0043: Increased appetite | A-0044, A-0044: Insomnia | A-0045, A-0045: Irritability | A-0046, A-0046: Mood changes | A-0047, A-0047: Nervousness | A-0048, A-0048: Pancreatitis | A-0049, A-0049: Periungual desquamation hands | A-0050, A-0050: Periungual desquamation feet | A-0051, A-0051: Pneumonia (documented on chest x-ray) | A-0052, A-0052: Pseudotumor cerebri | A-0053, A-0053: Psoriasis | A-0054, A-0054: Pustular psoriasis | A-0055, A-0055: Rash new onset | A-0056, A-0056: Rash hives | A-0057, A-0057: Rash eczema | A-0058, A-0058: Rash pustular-psoriasis | A-0059, A-0059: Renal failure (Creatinine >1.5 mg/dL) | A-0060, A-0060: Rhinorrhea | A-0061, A-0061: Rigors | A-0062, A-0062: Sepsis suspected (not confirmed} | A-0063, A-0063: Sepsis (confirmed by blood cultures) | A-0064, A-0064: Seizures | A-0065, A-0065: Small bowel obstruction | A-0066, A-0066: Sterile pyuria | A-0067, A-0067: Strawberry tongue | A-0068, A-0068: Strep throat (confirmed by throat culture) | A-0069, A-0069: Sudden increase in fever | A-0070, A-0070: Torticollis | A-0071, A-0071: Vomiting | A-0072, A-0072: Weakness | A-9999, A-9999: Other non-cardiac specify",See CTCAE-MedDRA Code List for more details,,,,,"[findings_type5] = ""0""",Y,,,,,
findings_specify_a5,additional_findings_and_events,,,Notes,,,,,,Notes,Specify Findings/Event,,,,,,,"[findings_type5] = ""1"" or [findings_type5] = ""0""",Y,,,,,
findings_date_a5,additional_findings_and_events,,,Notes,,,,,,text,Date,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,1/30/20,,,"[findings_type5] = ""1"" or [findings_type5] = ""0""",Y,,,,,
findings_type6,additional_findings_and_events,Associated Finding/Event 6,,Notes,,,,,,radio,Was this event cardiovascular in nature?,"1, Yes | 0, No | 88, Not applicable, no further events",,,,,,"[findings_number] > ""0""",,LH,,,,
findings_cardiac_c6,additional_findings_and_events,,,Notes,,,,,,dropdown,Cardiovascular event code,"B-0001, B-0001: Peripheral (non-cardiac) Aneurysms | B-0002, B-0002: Angina | B-0003, B-0003: Arrhythmia | B-0004, B-0004: Cardiac arrest | B-0005, B-0005: Cardiac catheterization | B-0006, B-0006: Cardiogenic shock | B-0007, B-0007: Chest pain not likely to be cardiac | B-0008, B-0008: Chest pain cardiac related | B-0009, B-0009: Congestive Heart Failure (CHF) B-0010 Dizziness complaints of | B-0011, B-0011: Exercise intolerance (by history) | B-0012, B-0012: Gallop | B-0013, B-0013: Hypertension (SBP>95th percentile) | B-0014, B-0014: Hypotension (SBP<5th percentile) | B-0015, B-0015: Myocardial infarction | B-0016, B-0016: Myocardial ischemia | B-0017, B-0017: Occlusive coronary artery thrombus in aneurysm | B-0018, B-0018: Non-occlusive coronary artery thrombus in aneurysm | B-0019, B-0019: Coronary artery aneurysm (z-score above or equal to 2.5) | B-0020, B-0020: Intracardiac thrombus | B-0021, B-0021: Ventricular fibrillation requiring electrical cardioversion | B-0022, B-0022: Ventricular tachycardia requiring electrical cardioversion | B-0023, B-0023: Atrial fibrillation requiring electrical cardioversion | B-0024, B-0024: Atrial flutter requiring electrical cardioversion | B-0025, B-0025: Palpitations | B-0026, B-0026: Shock | B-0027, B-0027: Supraventricular tachycardia requiring adenosine | B-0028, B-0028: Supraventricular tachycardia requiring electrical cardioversion | B-0029, B-0029: Syncope | B-9999, B-9999: Other cardiac specify",See CTCAE-MedDRA Code List for more details,,,,,"[findings_type6] = ""1""",Y,,,,,
findings_noncardiac_c6,additional_findings_and_events,,,Notes,,,,,,dropdown,Non-cardiovascular event code,"A-0001, A-0001: Abdominal pain | A-0002, A-0002: Acne | A-0003, A-0003: Anaphylaxis | A-0004, A-0004: Anemia (Hct <30 mg/dl) | A-0005, A-0005: Anterior Uveitis (documented by ophthalmology exam) | A-0006, A-0006: Arthralgia | A-0007, A-0007: Arthritis, proximal interphalangeal (PIP) joints | A-0008, A-0008: Arthritis, distal interphalangeal (DIP) joints | A-0009, A-0009: Arthritis, ankles | A-0010, A-0010: Arthritis, elbows | A-0011, A-0011: Arthritis, hips | A-0012, A-0012: Arthritis, knees | A-0013, A-0013: Arthritis, shoulders | A-0014, A-0014: Arthritis, wrists | A-0015, A-0015: Aseptic meningitis (confirmed by Lumbar Puncture) | A-0016, A-0016: Beau's lines | A-0017, A-0017: Blurred vision | A-0018, A-0018: Bulbar conjunctivitis | A-0019, A-0019: Cervical lymphadenopathy (>1.5 cm) | A-0020, A-0020: Complication of IV line | A-0021, A-0021: Cough | A-0022, A-0022: Cyanosis | A-0023, A-0023: Death | A-0024, A-0024: Desquamation, genitourinary area | A-0025, A-0025: Desquamation, lips | A-0026, A-0026: Diabetes Insipidus | A-0027, A-0027: Diarrhea | A-0028, A-0028: Dyspnea | A-0029, A-0029: Dysuria | A-0030, A-0030: Elevated liver function tests (>2x normal) | A-0031, A-0031: Encephalitis | A-0032, A-0032: Erythema, palms | A-0033, A-0033: Erythema, soles | A-0034, A-0034: Eczema | A-0035, A-0035: Fluid retention/Edema | A-0036, A-0036: Flushing | A-0037, A-0037: Headache | A-0038, A-0038: Hearing loss | A-0039, A-0039: Hemolytic anemia | A-0040, A-0040: Hives | A-0041, A-0041: Hydrops of gall bladder (documented by ultrasound) | A-0042, A-0042: Hyperglycemia (glucose>150 mq/dl) | A-0043, A-0043: Increased appetite | A-0044, A-0044: Insomnia | A-0045, A-0045: Irritability | A-0046, A-0046: Mood changes | A-0047, A-0047: Nervousness | A-0048, A-0048: Pancreatitis | A-0049, A-0049: Periungual desquamation hands | A-0050, A-0050: Periungual desquamation feet | A-0051, A-0051: Pneumonia (documented on chest x-ray) | A-0052, A-0052: Pseudotumor cerebri | A-0053, A-0053: Psoriasis | A-0054, A-0054: Pustular psoriasis | A-0055, A-0055: Rash new onset | A-0056, A-0056: Rash hives | A-0057, A-0057: Rash eczema | A-0058, A-0058: Rash pustular-psoriasis | A-0059, A-0059: Renal failure (Creatinine >1.5 mg/dL) | A-0060, A-0060: Rhinorrhea | A-0061, A-0061: Rigors | A-0062, A-0062: Sepsis suspected (not confirmed} | A-0063, A-0063: Sepsis (confirmed by blood cultures) | A-0064, A-0064: Seizures | A-0065, A-0065: Small bowel obstruction | A-0066, A-0066: Sterile pyuria | A-0067, A-0067: Strawberry tongue | A-0068, A-0068: Strep throat (confirmed by throat culture) | A-0069, A-0069: Sudden increase in fever | A-0070, A-0070: Torticollis | A-0071, A-0071: Vomiting | A-0072, A-0072: Weakness | A-9999, A-9999: Other non-cardiac specify",See CTCAE-MedDRA Code List for more details,,,,,"[findings_type6] = ""0""",Y,,,,,
findings_specify_a6,additional_findings_and_events,,,Notes,,,,,,Notes,Specify Findings/Event,,,,,,,"[findings_type6] = ""1"" or [findings_type6] = ""0""",Y,,,,,
findings_date_a6,additional_findings_and_events,,,Notes,,,,,,text,Date,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,1/30/20,,,"[findings_type6] = ""1"" or [findings_type6] = ""0""",Y,,,,,
