Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
rhfind_noncardiac_c8,hospital_readmission,,dropdown,Non-cardiovascular event code,"A-0001, A-0001: Abdominal pain | A-0002, A-0002: Acne | A-0003, A-0003: Anaphylaxis | A-0004, A-0004: Anemia (Hct <30 mg/dl) | A-0005, A-0005: Anterior Uveitis (documented by ophthalmology exam) | A-0006, A-0006: Arthralgia | A-0007, A-0007: Arthritis, proximal interphalangeal (PIP) joints | A-0008, A-0008: Arthritis, distal interphalangeal (DIP) joints | A-0009, A-0009: Arthritis, ankles | A-0010, A-0010: Arthritis, elbows | A-0011, A-0011: Arthritis, hips | A-0012, A-0012: Arthritis, knees | A-0013, A-0013: Arthritis, shoulders | A-0014, A-0014: Arthritis, wrists | A-0015, A-0015: Aseptic meningitis (confirmed by Lumbar Puncture) | A-0016, A-0016: Beau's lines | A-0017, A-0017: Blurred vision | A-0018, A-0018: Bulbar conjunctivitis | A-0019, A-0019: Cervical lymphadenopathy (>1.5 cm) | A-0020, A-0020: Complication of IV line | A-0021, A-0021: Cough | A-0022, A-0022: Cyanosis | A-0023, A-0023: Death | A-0024, A-0024: Desquamation, genitourinary area | A-0025, A-0025: Desquamation, lips | A-0026, A-0026: Diabetes Insipidus | A-0027, A-0027: Diarrhea | A-0028, A-0028: Dyspnea | A-0029, A-0029: Dysuria | A-0030, A-0030: Elevated liver function tests (>2x normal) | A-0031, A-0031: Encephalitis | A-0032, A-0032: Erythema, palms | A-0033, A-0033: Erythema, soles | A-0034, A-0034: Eczema | A-0035, A-0035: Fluid retention/Edema | A-0036, A-0036: Flushing | A-0037, A-0037: Headache | A-0038, A-0038: Hearing loss | A-0039, A-0039: Hemolytic anemia | A-0040, A-0040: Hives | A-0041, A-0041: Hydrops of gall bladder (documented by ultrasound) | A-0042, A-0042: Hyperglycemia (glucose>150 mq/dl) | A-0043, A-0043: Increased appetite | A-0044, A-0044: Insomnia | A-0045, A-0045: Irritability | A-0046, A-0046: Mood changes | A-0047, A-0047: Nervousness | A-0048, A-0048: Pancreatitis | A-0049, A-0049: Periungual desquamation hands | A-0050, A-0050: Periungual desquamation feet | A-0051, A-0051: Pneumonia (documented on chest x-ray) | A-0052, A-0052: Pseudotumor cerebri | A-0053, A-0053: Psoriasis | A-0054, A-0054: Pustular psoriasis | A-0055, A-0055: Rash new onset | A-0056, A-0056: Rash hives | A-0057, A-0057: Rash eczema | A-0058, A-0058: Rash pustular-psoriasis | A-0059, A-0059: Renal failure (Creatinine >1.5 mg/dL) | A-0060, A-0060: Rhinorrhea | A-0061, A-0061: Rigors | A-0062, A-0062: Sepsis suspected (not confirmed} | A-0063, A-0063: Sepsis (confirmed by blood cultures) | A-0064, A-0064: Seizures | A-0065, A-0065: Small bowel obstruction | A-0066, A-0066: Sterile pyuria | A-0067, A-0067: Strawberry tongue | A-0068, A-0068: Strep throat (confirmed by throat culture) | A-0069, A-0069: Sudden increase in fever | A-0070, A-0070: Torticollis | A-0071, A-0071: Vomiting | A-0072, A-0072: Weakness | A-9999, A-9999: Other non-cardiac specify",See CTCAE-MedDRA Code List for more details,,,,,"[rhfind_type8] = ""0""",Y,,,,,
rhfind_specify_a8,hospital_readmission,,notes,Specify Findings/Event,,,,,,,"[rhfind_type8] = ""1"" or [rhfind_type8] = ""0""",Y,,,,,
rhfind_date_a8,hospital_readmission,,text,Date of Occurrence,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,1/30/20,,,"[rhfind_type8] = ""1"" or [rhfind_type8] = ""0""",Y,,,,,
rhfind_type9,hospital_readmission,Associated Finding/Event 9,radio,Was this event cardiovascular in nature?,"1, Yes | 0, No | 88, Not applicable, no further events",,,,,,"[rhfind_number] > ""0""",,LH,,,,
rhfind_cardiac_c9,hospital_readmission,,dropdown,Cardiovascular event code,"B-0001, B-0001: Peripheral (non-cardiac) Aneurysms | B-0002, B-0002: Angina | B-0003, B-0003: Arrhythmia | B-0004, B-0004: Cardiac arrest | B-0005, B-0005: Cardiac catheterization | B-0006, B-0006: Cardiogenic shock | B-0007, B-0007: Chest pain not likely to be cardiac | B-0008, B-0008: Chest pain cardiac related | B-0009, B-0009: Congestive Heart Failure (CHF) B-0010 Dizziness complaints of | B-0011, B-0011: Exercise intolerance (by history) | B-0012, B-0012: Gallop | B-0013, B-0013: Hypertension (SBP>95th percentile) | B-0014, B-0014: Hypotension (SBP<5th percentile) | B-0015, B-0015: Myocardial infarction | B-0016, B-0016: Myocardial ischemia | B-0017, B-0017: Occlusive coronary artery thrombus in aneurysm | B-0018, B-0018: Non-occlusive coronary artery thrombus in aneurysm | B-0019, B-0019: Coronary artery aneurysm (z-score above or equal to 2.5) | B-0020, B-0020: Intracardiac thrombus | B-0021, B-0021: Ventricular fibrillation requiring electrical cardioversion | B-0022, B-0022: Ventricular tachycardia requiring electrical cardioversion | B-0023, B-0023: Atrial fibrillation requiring electrical cardioversion | B-0024, B-0024: Atrial flutter requiring electrical cardioversion | B-0025, B-0025: Palpitations | B-0026, B-0026: Shock | B-0027, B-0027: Supraventricular tachycardia requiring adenosine | B-0028, B-0028: Supraventricular tachycardia requiring electrical cardioversion | B-0029, B-0029: Syncope | B-9999, B-9999: Other cardiac specify",See CTCAE-MedDRA Code List for more details,,,,,"[rhfind_type9] = ""1""",Y,,,,,
rhfind_noncardiac_c9,hospital_readmission,,dropdown,Non-cardiovascular event code,"A-0001, A-0001: Abdominal pain | A-0002, A-0002: Acne | A-0003, A-0003: Anaphylaxis | A-0004, A-0004: Anemia (Hct <30 mg/dl) | A-0005, A-0005: Anterior Uveitis (documented by ophthalmology exam) | A-0006, A-0006: Arthralgia | A-0007, A-0007: Arthritis, proximal interphalangeal (PIP) joints | A-0008, A-0008: Arthritis, distal interphalangeal (DIP) joints | A-0009, A-0009: Arthritis, ankles | A-0010, A-0010: Arthritis, elbows | A-0011, A-0011: Arthritis, hips | A-0012, A-0012: Arthritis, knees | A-0013, A-0013: Arthritis, shoulders | A-0014, A-0014: Arthritis, wrists | A-0015, A-0015: Aseptic meningitis (confirmed by Lumbar Puncture) | A-0016, A-0016: Beau's lines | A-0017, A-0017: Blurred vision | A-0018, A-0018: Bulbar conjunctivitis | A-0019, A-0019: Cervical lymphadenopathy (>1.5 cm) | A-0020, A-0020: Complication of IV line | A-0021, A-0021: Cough | A-0022, A-0022: Cyanosis | A-0023, A-0023: Death | A-0024, A-0024: Desquamation, genitourinary area | A-0025, A-0025: Desquamation, lips | A-0026, A-0026: Diabetes Insipidus | A-0027, A-0027: Diarrhea | A-0028, A-0028: Dyspnea | A-0029, A-0029: Dysuria | A-0030, A-0030: Elevated liver function tests (>2x normal) | A-0031, A-0031: Encephalitis | A-0032, A-0032: Erythema, palms | A-0033, A-0033: Erythema, soles | A-0034, A-0034: Eczema | A-0035, A-0035: Fluid retention/Edema | A-0036, A-0036: Flushing | A-0037, A-0037: Headache | A-0038, A-0038: Hearing loss | A-0039, A-0039: Hemolytic anemia | A-0040, A-0040: Hives | A-0041, A-0041: Hydrops of gall bladder (documented by ultrasound) | A-0042, A-0042: Hyperglycemia (glucose>150 mq/dl) | A-0043, A-0043: Increased appetite | A-0044, A-0044: Insomnia | A-0045, A-0045: Irritability | A-0046, A-0046: Mood changes | A-0047, A-0047: Nervousness | A-0048, A-0048: Pancreatitis | A-0049, A-0049: Periungual desquamation hands | A-0050, A-0050: Periungual desquamation feet | A-0051, A-0051: Pneumonia (documented on chest x-ray) | A-0052, A-0052: Pseudotumor cerebri | A-0053, A-0053: Psoriasis | A-0054, A-0054: Pustular psoriasis | A-0055, A-0055: Rash new onset | A-0056, A-0056: Rash hives | A-0057, A-0057: Rash eczema | A-0058, A-0058: Rash pustular-psoriasis | A-0059, A-0059: Renal failure (Creatinine >1.5 mg/dL) | A-0060, A-0060: Rhinorrhea | A-0061, A-0061: Rigors | A-0062, A-0062: Sepsis suspected (not confirmed} | A-0063, A-0063: Sepsis (confirmed by blood cultures) | A-0064, A-0064: Seizures | A-0065, A-0065: Small bowel obstruction | A-0066, A-0066: Sterile pyuria | A-0067, A-0067: Strawberry tongue | A-0068, A-0068: Strep throat (confirmed by throat culture) | A-0069, A-0069: Sudden increase in fever | A-0070, A-0070: Torticollis | A-0071, A-0071: Vomiting | A-0072, A-0072: Weakness | A-9999, A-9999: Other non-cardiac specify",See CTCAE-MedDRA Code List for more details,,,,,"[rhfind_type9] = ""0""",Y,,,,,
rhfind_specify_a9,hospital_readmission,,notes,Specify Findings/Event,,,,,,,"[rhfind_type9] = ""1"" or [rhfind_type9] = ""0""",Y,,,,,
rhfind_date_a9,hospital_readmission,,text,Date of Occurrence,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,1/30/20,,,"[rhfind_type9] = ""1"" or [rhfind_type9] = ""0""",Y,,,,,
rhfind_type10,hospital_readmission,Associated Finding/Event 10,radio,Was this event cardiovascular in nature?,"1, Yes | 0, No | 88, Not applicable, no further events",,,,,,"[rhfind_number] > ""0""",,LH,,,,
rhfind_cardiac_c10,hospital_readmission,,dropdown,Cardiovascular event code,"B-0001, B-0001: Peripheral (non-cardiac) Aneurysms | B-0002, B-0002: Angina | B-0003, B-0003: Arrhythmia | B-0004, B-0004: Cardiac arrest | B-0005, B-0005: Cardiac catheterization | B-0006, B-0006: Cardiogenic shock | B-0007, B-0007: Chest pain not likely to be cardiac | B-0008, B-0008: Chest pain cardiac related | B-0009, B-0009: Congestive Heart Failure (CHF) B-0010 Dizziness complaints of | B-0011, B-0011: Exercise intolerance (by history) | B-0012, B-0012: Gallop | B-0013, B-0013: Hypertension (SBP>95th percentile) | B-0014, B-0014: Hypotension (SBP<5th percentile) | B-0015, B-0015: Myocardial infarction | B-0016, B-0016: Myocardial ischemia | B-0017, B-0017: Occlusive coronary artery thrombus in aneurysm | B-0018, B-0018: Non-occlusive coronary artery thrombus in aneurysm | B-0019, B-0019: Coronary artery aneurysm (z-score above or equal to 2.5) | B-0020, B-0020: Intracardiac thrombus | B-0021, B-0021: Ventricular fibrillation requiring electrical cardioversion | B-0022, B-0022: Ventricular tachycardia requiring electrical cardioversion | B-0023, B-0023: Atrial fibrillation requiring electrical cardioversion | B-0024, B-0024: Atrial flutter requiring electrical cardioversion | B-0025, B-0025: Palpitations | B-0026, B-0026: Shock | B-0027, B-0027: Supraventricular tachycardia requiring adenosine | B-0028, B-0028: Supraventricular tachycardia requiring electrical cardioversion | B-0029, B-0029: Syncope | B-9999, B-9999: Other cardiac specify",See CTCAE-MedDRA Code List for more details,,,,,"[rhfind_type10] = ""1""",Y,,,,,
rhfind_noncardiac_c10,hospital_readmission,,dropdown,Non-cardiovascular event code,"A-0001, A-0001: Abdominal pain | A-0002, A-0002: Acne | A-0003, A-0003: Anaphylaxis | A-0004, A-0004: Anemia (Hct <30 mg/dl) | A-0005, A-0005: Anterior Uveitis (documented by ophthalmology exam) | A-0006, A-0006: Arthralgia | A-0007, A-0007: Arthritis, proximal interphalangeal (PIP) joints | A-0008, A-0008: Arthritis, distal interphalangeal (DIP) joints | A-0009, A-0009: Arthritis, ankles | A-0010, A-0010: Arthritis, elbows | A-0011, A-0011: Arthritis, hips | A-0012, A-0012: Arthritis, knees | A-0013, A-0013: Arthritis, shoulders | A-0014, A-0014: Arthritis, wrists | A-0015, A-0015: Aseptic meningitis (confirmed by Lumbar Puncture) | A-0016, A-0016: Beau's lines | A-0017, A-0017: Blurred vision | A-0018, A-0018: Bulbar conjunctivitis | A-0019, A-0019: Cervical lymphadenopathy (>1.5 cm) | A-0020, A-0020: Complication of IV line | A-0021, A-0021: Cough | A-0022, A-0022: Cyanosis | A-0023, A-0023: Death | A-0024, A-0024: Desquamation, genitourinary area | A-0025, A-0025: Desquamation, lips | A-0026, A-0026: Diabetes Insipidus | A-0027, A-0027: Diarrhea | A-0028, A-0028: Dyspnea | A-0029, A-0029: Dysuria | A-0030, A-0030: Elevated liver function tests (>2x normal) | A-0031, A-0031: Encephalitis | A-0032, A-0032: Erythema, palms | A-0033, A-0033: Erythema, soles | A-0034, A-0034: Eczema | A-0035, A-0035: Fluid retention/Edema | A-0036, A-0036: Flushing | A-0037, A-0037: Headache | A-0038, A-0038: Hearing loss | A-0039, A-0039: Hemolytic anemia | A-0040, A-0040: Hives | A-0041, A-0041: Hydrops of gall bladder (documented by ultrasound) | A-0042, A-0042: Hyperglycemia (glucose>150 mq/dl) | A-0043, A-0043: Increased appetite | A-0044, A-0044: Insomnia | A-0045, A-0045: Irritability | A-0046, A-0046: Mood changes | A-0047, A-0047: Nervousness | A-0048, A-0048: Pancreatitis | A-0049, A-0049: Periungual desquamation hands | A-0050, A-0050: Periungual desquamation feet | A-0051, A-0051: Pneumonia (documented on chest x-ray) | A-0052, A-0052: Pseudotumor cerebri | A-0053, A-0053: Psoriasis | A-0054, A-0054: Pustular psoriasis | A-0055, A-0055: Rash new onset | A-0056, A-0056: Rash hives | A-0057, A-0057: Rash eczema | A-0058, A-0058: Rash pustular-psoriasis | A-0059, A-0059: Renal failure (Creatinine >1.5 mg/dL) | A-0060, A-0060: Rhinorrhea | A-0061, A-0061: Rigors | A-0062, A-0062: Sepsis suspected (not confirmed} | A-0063, A-0063: Sepsis (confirmed by blood cultures) | A-0064, A-0064: Seizures | A-0065, A-0065: Small bowel obstruction | A-0066, A-0066: Sterile pyuria | A-0067, A-0067: Strawberry tongue | A-0068, A-0068: Strep throat (confirmed by throat culture) | A-0069, A-0069: Sudden increase in fever | A-0070, A-0070: Torticollis | A-0071, A-0071: Vomiting | A-0072, A-0072: Weakness | A-9999, A-9999: Other non-cardiac specify",See CTCAE-MedDRA Code List for more details,,,,,"[rhfind_type10] = ""0""",Y,,,,,
rhfind_specify_a10,hospital_readmission,,notes,Specify Findings/Event,,,,,,,"[rhfind_type10] = ""1"" or [rhfind_type10] = ""0""",Y,,,,,
rhfind_date_a10,hospital_readmission,,text,Date of Occurrence,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,1/30/20,,,"[rhfind_type10] = ""1"" or [rhfind_type10] = ""0""",Y,,,,,
eos_na,end_of_study,,radio,"<font color=""red"">WARNING: The eligibility form does NOT indicate that this participant is eligible. Please do not complete this form until the participant is eligible according to the Eligibility Form</font>","1, Acknowledged",,,,,,"[day_1_arm_1][elig] <> ""1""",,LV,,,,
eos_mr,end_of_study,,radio,Were any of the data derived from the Medical Record?,"1, Yes | 0, No",,,,,,,Y,RH,,,,
eos_alive,end_of_study,,radio,Is the participant alive?,"1, Yes | 0, No","If the participant has passed away, please complete the death form",,,,,,Y,RH,,,,
eos_reason,end_of_study,,radio,End of study reason,"1, Study completed | 2, Physician decision to withdraw | 3, Participant decision to withdraw | 8, Waiver of consent initially obtained but later when participant was approached for consent, he/she declined |4, Lost to follow-up | 5, Site closed | 6, Study closed | 7, Other (please explain below in comments)",,,,,,"[eos_alive] = ""1""",Y,,,,,
eos_date,end_of_study,,text,End of study date,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,9/30/20,,,"[eos_alive] = ""1""",Y,,,,,
eos_comments,end_of_study,,notes,Please add comments about the end of study,,,,,,,"[eos_alive] = ""1""",Y,,,,,
eos_biocwd,end_of_study,Consent withdraw for the biospecimen,radio,Was biospecimen consent withdrawn?,"1, Yes | 0, No",,,,,,,Y,RH,,,,
eos_biocwd_reason,end_of_study,,notes,Reason for withdrawing biospecimen consent,,,,,,,"[eos_biocwd] = ""1""",Y,,,,,
eos_biocwd_date,end_of_study,,text,Date biospecimen consent was withdrawn,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,9/30/20,,,"[eos_biocwd] = ""1""",Y,,,,,
transplant_na,heart_transplant,,radio,"<font color=""red"">WARNING: The eligibility form does NOT indicate that this participant is eligible. Please do not complete this form until the participant is eligible according to the Eligibility Form</font>","1, Acknowledged",,,,,,"[day_1_arm_1][elig] <> ""1""",,LV,,,,
transplant_yn,heart_transplant,"INSTRUCTIONS: Complete this form 5 years after MIS-C diagnosis, or at any end of study disposition including withdrawal, or at cardiac transplant",radio,Has the participant undergone a heart transplant?,"1, Yes | 0, No",,,,,,,Y,RH,,,,
transplant_date,heart_transplant,,text,Date of heart transplant,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,3/1/20,,,"[transplant_yn] = ""1""",Y,,,,,
death_na,death,,radio,"<font color=""red"">WARNING: The eligibility form does NOT indicate that this participant is eligible. Please do not complete this form until the participant is eligible according to the Eligibility Form</font>","1, Acknowledged",,,,,,"[day_1_arm_1][elig] <> ""1""",,LV,,,,
death_na2,death,,radio,"<font color=""red"">WARNING: The End of Study form does NOT indicate that this participant has died. Please check the End of Study form and ensure that it is complete with consistent information</font>","1, Acknowledged",,,,,,"[eos_alive] <> ""0""",,LV,,,,
eos_death_date_known,death,Please answer the following questions if the participant has died,radio,"If the participant has died, date death known?","1, Yes | 0, No",,,,,,,Y,RH,,,,
eos_death_date,death,,text,Date of death,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,9/30/20,,,"[eos_death_date_known] = ""1""",Y,,,,,
eos_autopsy,death,,radio,Was an autopsy performed?,"1, Yes | 0, No",,,,,,,Y,RH,,,,
eos_death_related,death,,radio,Could the cause of death potentially be related to MIS-C/COVID-19 complications/health related issues?,"1, Yes | 0, No",,,,,,,Y,RH,,,,
eos_death_cause,death,,radio,"If no, cause of death","1, Trauma | 2, Following surgery, unrelated to MIS-C/COVID-19 | 3, Other",,,,,,"[eos_death_related] = ""0""",Y,,,,,
eos_death_cause_other,death,,text,Specify other,,,,,,,"[eos_death_cause] = ""0""",Y,,,,,
eos_death_covid,death,,radio,"If yes, could the primary cause of death be attributed to any of the following","1, Cardiovascular-related  | 2, VTE-related fatal PE | 3, VTE-related fata non-hemorrhagic stroke | 4, VTE-related fatal MI | 5, Fatal bleeding | 6, Respiratory failure-related | 7, Infection other than COVID-19 | 8, Malignancy | 9, CNS-related | 10, Withdrawal of support | 11, Drug toxicity | 12, Other organ failure (specify below) | 13, Other (specify below)",,,,,,"[eos_death_related] = ""1""",Y,,,,,
eos_death_narrative,death,,notes,Narrative about cause of death ,,,,,,,,Y,,,,,
ae_na,adverse_event_initial_report,,radio,"<font color=""red"">WARNING: The eligibility form does NOT indicate that this participant is eligible. Please do not complete this form until the participant is eligible according to the Eligibility Form</font>","1, Acknowledged",,,,,,"[day_1_arm_1][elig] <> ""1""",,LV,,,,
ae_num,adverse_event_initial_report,"INSTRUCTIONS: Please check this information from the protocol prior to entering an Adverse Event to ensure that the event meets the definition of an AE for this study:
""Because this MIS-C study is observational, we do not anticipate that serious adverse events related to this study will occur. The minor potential risks to study participation are described in detail in Section 10, Human Subjects [of the study protocol]. Any complication during a study evaluation, or change in function occurring within 24 hours of a study evaluation, will be considered an adverse event and reported as described below… An AE is any untoward medical occurrence experienced by a study subject. An event can be any unfavorable and unintended sign, symptom, laboratory abnormality, or disease associated with study participation"" (Long-TerM OUtcomes after the Multisystem Inflammatory Syndrome In Children: MUSIC Protocol Version 2: August 27, 2020, pp. 26-27).",text,"Adverse event number (e.g., 1, 2, 3)",,,integer,1,,,,Y,,,,,
ae_onset_date,adverse_event_initial_report,,text,Date of adverse event onset,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,9/30/20,,,,Y,,,,,
ae_onset_time,adverse_event_initial_report,,text,Time event started/was diagnosed ,,HH:MM 24 hour clock,time,,,,,Y,,,,,
ae_site_d,adverse_event_initial_report,,text,Date site became aware of event,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,9/30/20,,,,Y,,,,,
